RT,Choice,Accuracy,Target,PrimeType,PrimeDuration,FoilContrast,TargetContrast,PP,Angle
4.605668e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,45
1.527172e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,40
5.956820e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,40
1.862910e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,35
2.316631e-01,1,0,0,0,50,5.000000e-02,5.625000e-02,76,45
2.535491e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,55
2.754021e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,50
2.984350e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,45
2.821856e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,55
1.900028e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
3.200417e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,55
2.851597e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,55
2.982750e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,35
3.966686e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,45
2.990751e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,40
2.738481e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,45
3.004102e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,45
2.626298e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,55
1.775576e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,35
1.740502e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
2.341549e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,55
2.007209e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,40
2.114240e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,55
2.450842e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,40
2.114193e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,45
1.782440e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,45
1.575511e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,40
2.718062e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,35
2.222951e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
1.514155e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
2.795236e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,45
2.465129e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,40
2.552741e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,35
1.610824e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,55
1.416258e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,45
1.037817e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,35
1.359196e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,55
2.339586e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
2.028081e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,55
1.374244e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,55
3.908790e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,40
2.803652e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,35
2.118931e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,45
2.359843e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,35
1.753789e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,50
2.286189e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,55
2.679208e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,35
5.992061e-01,0,1,0,0,400,5.000000e-02,5.000000e-02,76,35
2.376589e-01,1,0,0,0,50,5.000000e-02,5.625000e-02,76,50
3.157316e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,45
3.148884e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
2.980852e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
3.860605e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,45
4.023980e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,50
2.959590e-01,0,0,1,0,400,2.000000e-01,2.250000e-01,76,55
3.245365e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,55
2.840902e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,50
3.020839e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,55
2.875664e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,35
2.984829e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,40
3.344788e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,40
2.752131e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,45
2.492754e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,40
2.629453e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
1.880217e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
2.164798e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,40
3.830624e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,40
2.655876e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,55
1.792408e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,35
6.564782e-01,0,0,1,0,50,2.000000e-01,2.250000e-01,76,45
1.456985e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
6.159413e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,55
2.941138e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,40
2.159765e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,40
2.422110e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,50
2.662287e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,55
3.064021e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,35
2.728748e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,40
2.432698e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,50
1.811215e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,50
2.193552e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,45
3.514620e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,45
2.299608e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,55
3.260178e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,35
2.871597e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,40
2.594905e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,50
2.950473e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
2.748586e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,50
4.046695e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,35
2.953975e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,55
3.143996e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,35
1.903916e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,50
3.258087e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,45
2.483547e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,45
2.209203e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,55
1.991827e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,35
2.760423e-01,1,0,0,0,50,5.000000e-02,6.875000e-02,76,35
2.110755e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,55
2.512048e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,40
2.585241e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,35
2.973535e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,40
5.132227e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,40
4.014059e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,40
2.510244e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,35
1.988393e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,40
2.717557e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,50
2.159342e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,40
1.795525e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,35
3.519337e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,45
2.583531e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,40
2.892393e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,35
2.995934e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,45
3.371566e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,50
2.954236e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,45
4.253367e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,45
4.155543e-01,0,1,0,0,400,5.000000e-02,5.000000e-02,76,40
2.203349e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,35
2.278936e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,40
2.728167e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,50
4.114525e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
2.813179e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
1.434424e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,35
2.243734e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,55
2.257704e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,45
3.056841e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,35
2.813555e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,40
2.688226e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,55
3.068276e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,45
2.971187e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,50
3.828032e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,50
2.577967e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,40
3.498550e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,45
3.130183e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,40
2.357769e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,35
2.828099e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,35
2.759328e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,45
2.476803e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,35
2.470282e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,50
2.293090e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,50
2.329430e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,35
5.081805e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,45
2.431060e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
2.747115e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,45
2.337089e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,50
2.446703e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,40
1.909098e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,45
2.684498e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,55
4.081136e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,50
2.558506e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,35
2.072580e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,40
3.206724e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,45
3.512358e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,55
2.478159e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,40
2.750746e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,50
3.195606e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,50
4.748089e-01,1,0,0,0,400,5.000000e-02,6.875000e-02,76,50
2.893205e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,55
2.359621e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,55
2.173945e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,45
2.711784e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,55
3.055494e-01,0,0,1,0,400,5.000000e-02,5.625000e-02,76,45
3.256859e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,55
1.768807e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,35
2.335494e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,50
2.200672e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,40
2.801509e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,40
2.735856e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,50
2.621102e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,45
2.877644e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,55
2.202814e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,35
2.302019e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,45
2.993882e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,35
2.583663e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,45
1.510435e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,40
2.284705e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,55
2.262293e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,45
1.619013e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
2.560084e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,40
2.403324e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,50
2.457902e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,35
1.559475e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,55
1.259152e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,40
3.250924e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,40
4.956942e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,40
4.999572e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,55
2.673482e-01,1,1,1,0,50,5.000000e-02,5.625000e-02,76,45
1.972725e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,55
2.198076e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,40
3.147442e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,35
2.740893e-01,1,0,0,0,400,5.000000e-02,7.500000e-02,76,50
2.689351e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,35
2.381477e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,45
2.371124e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,35
2.733397e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,55
2.319347e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
3.120412e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
2.592900e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,55
3.253006e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,35
2.569385e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
3.539547e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,40
3.228627e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,50
3.083936e-01,1,0,0,0,50,5.000000e-02,7.500000e-02,76,50
2.913872e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,40
3.832946e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,35
3.377600e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,45
1.945092e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
2.734196e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,35
3.508351e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,45
3.785389e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,35
2.824674e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,50
3.764949e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,50
4.046918e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,45
3.310929e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,55
3.079852e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
3.445430e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,40
3.583891e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,45
3.071663e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,40
2.461871e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
3.345797e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,40
2.424415e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
3.652692e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,55
3.292057e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,50
3.465618e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,40
3.727968e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,55
3.367132e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,50
3.318947e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
3.331258e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,45
3.201794e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,35
3.453410e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,50
2.662907e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,45
7.668132e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,45
3.088793e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,40
2.518031e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,55
4.228441e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,45
6.105074e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,55
1.048931e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,35
6.362039e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
2.447558e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,55
1.907367e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,40
5.204094e-01,0,0,1,0,50,5.000000e-02,6.250000e-02,76,45
2.807774e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,55
2.647666e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,35
4.752455e-01,0,0,1,0,400,5.000000e-02,5.625000e-02,76,55
2.247026e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,50
3.864813e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,35
2.254698e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,55
3.160186e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,45
3.056307e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,40
2.743660e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,55
2.966877e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,40
3.333285e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,40
3.333653e-01,0,0,1,0,50,2.000000e-01,2.250000e-01,76,35
3.226994e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,40
2.574422e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,40
2.241326e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,55
2.416200e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,40
2.555046e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,50
2.383948e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,50
3.252130e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,55
2.681697e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,40
3.574954e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,55
3.430100e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,40
3.077466e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,45
3.881563e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
2.890238e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,45
3.112608e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,55
2.441849e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,45
2.713187e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,50
3.682656e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,45
2.413074e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,50
3.426944e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,35
2.641217e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
3.013993e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,40
2.982763e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,50
2.445813e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,55
3.078629e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,50
3.059860e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
3.096512e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,50
2.858777e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,50
2.610625e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,45
5.945655e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
4.708435e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,55
2.948168e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,50
3.125001e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,35
3.422330e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,35
2.782129e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
2.279894e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,35
2.176314e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,55
2.891012e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,50
2.545985e-01,1,0,0,0,50,5.000000e-02,5.625000e-02,76,50
2.702428e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,35
1.822307e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,35
2.553216e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,50
2.670613e-01,1,0,0,0,400,5.000000e-02,6.250000e-02,76,45
3.155905e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
5.569574e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,35
3.856127e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,45
3.130816e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,45
5.496954e-01,0,0,1,0,400,5.000000e-02,7.500000e-02,76,45
3.639598e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,55
3.815798e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,55
7.545314e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,40
2.833243e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,55
5.912924e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,45
3.174986e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,35
2.684352e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,50
2.468046e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,40
2.820825e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,45
4.090796e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,50
2.644360e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,45
5.785944e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,40
3.510883e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,40
3.004572e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,45
6.561147e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,40
2.534648e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,35
3.469121e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,50
3.545003e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,35
3.358442e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,55
3.494222e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,50
4.327240e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,50
2.823938e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,35
2.741402e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,45
